lineup_id,lineup_names,team,games_played,min,off_rating,def_rating,net_rating,ast_pct,oreb_pct,dreb_pct,reb_pct,tov_pct,efg_pct,ts_pct,pace,pie,possessions,season
-1630165-1630191-1630595-1631105-1641709-,K. Hayes - I. Stewart - C. Cunningham - J. Duren - A. Thompson,DET,8,100.0,101.8,112.0,-10.1,0.731,0.34,0.721,0.54,0.212,0.532,0.551,104.02,0.485,217,2023-24
-203076-203915-1626156-1629060-1630559-,A. Davis - S. Dinwiddie - D. Russell - R. Hachimura - A. Reaves,LAL,14,99.0,119.2,123.8,-4.6,0.598,0.158,0.718,0.449,0.073,0.59,0.622,103.95,0.5,219,2023-24
-202681-1627884-1629029-1629684-1641726-,K. Irving - D. Jones Jr. - L. Doncic - G. Williams - D. Lively II,DAL,12,99.0,108.7,111.0,-2.3,0.5,0.238,0.804,0.51,0.132,0.545,0.568,106.15,0.459,219,2023-24
-200768-202699-1626162-1628964-1630178-,K. Lowry - T. Harris - K. Oubre Jr. - M. Bamba - T. Maxey,PHI,7,99.0,107.0,107.5,-0.5,0.627,0.196,0.773,0.477,0.12,0.52,0.557,96.7,0.491,200,2023-24
-1628374-1628381-1629012-1641707-1641718-,L. Markkanen - J. Collins - C. Sexton - T. Hendricks - K. George,UTA,9,99.0,109.3,112.5,-3.2,0.631,0.26,0.689,0.482,0.172,0.55,0.596,104.17,0.473,215,2023-24
-203497-203937-1629638-1629675-1630162-,R. Gobert - K. Anderson - N. Alexander-Walker - N. Reid - A. Edwards,MIN,35,99.0,117.3,86.4,30.9,0.632,0.352,0.757,0.578,0.136,0.592,0.631,105.52,0.679,214,2023-24
-201942-202696-203897-1628470-1629632-,D. DeRozan - N. Vucevic - Z. LaVine - T. Craig - C. White,CHI,11,98.0,95.6,129.8,-34.2,0.662,0.233,0.674,0.428,0.084,0.452,0.474,100.28,0.345,203,2023-24
-201566-202695-1626181-1628464-1629599-,R. Westbrook - K. Leonard - N. Powell - D. Theis - A. Coffey,LAC,20,98.0,116.5,110.0,6.5,0.546,0.303,0.593,0.458,0.127,0.577,0.597,105.78,0.497,212,2023-24
-1628380-1629640-1630170-1630200-1631110-,Z. Collins - K. Johnson - D. Vassell - T. Jones - J. Sochan,SAS,32,98.0,107.1,112.6,-5.4,0.648,0.231,0.689,0.474,0.138,0.578,0.598,103.98,0.471,210,2023-24
-203076-1626156-1627752-1629060-1630559-,A. Davis - D. Russell - T. Prince - R. Hachimura - A. Reaves,LAL,25,97.0,107.6,110.0,-2.4,0.651,0.273,0.685,0.49,0.133,0.527,0.566,104.3,0.51,211,2023-24
-1629028-1630703-1631133-1631200-1641712-,D. Ayton - S. Henderson - J. Walker - K. Murray - R. Rupert,POR,8,97.0,100.5,113.6,-13.1,0.608,0.306,0.779,0.513,0.152,0.474,0.5,98.6,0.406,198,2023-24
-201950-1628369-1628436-1630202-1630573-,J. Holiday - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,BOS,22,96.0,126.6,92.9,33.7,0.552,0.358,0.682,0.521,0.074,0.531,0.568,96.26,0.639,188,2023-24
-203944-1628392-1628404-1628973-1630193-,J. Randle - I. Hartenstein - J. Hart - J. Brunson - I. Quickley,NYK,26,96.0,128.6,102.9,25.6,0.532,0.329,0.762,0.565,0.124,0.611,0.658,104.15,0.649,210,2023-24
-1627747-1628378-1628386-1629622-1630171-,C. LeVert - D. Mitchell - J. Allen - M. Strus - I. Okoro,CLE,23,94.0,111.9,110.4,1.5,0.624,0.258,0.657,0.467,0.095,0.543,0.578,102.45,0.535,201,2023-24
-201572-203081-1626171-1626192-1627736-,B. Lopez - D. Lillard - B. Portis - P. Connaughton - M. Beasley,MIL,33,93.0,114.5,92.2,22.2,0.527,0.186,0.837,0.515,0.065,0.56,0.592,112.16,0.562,214,2023-24
-101108-201939-202691-203952-1626172-,C. Paul - S. Curry - K. Thompson - A. Wiggins - K. Looney,GSW,14,93.0,124.8,106.5,18.2,0.739,0.283,0.704,0.5,0.119,0.615,0.641,103.1,0.569,202,2023-24
-1626145-1628398-1629673-1630166-1641731-,T. Jones - K. Kuzma - J. Poole - D. Avdija - B. Coulibaly,WAS,15,92.0,94.6,121.4,-26.8,0.643,0.15,0.641,0.365,0.143,0.488,0.525,106.77,0.33,203,2023-24
-1630191-1630595-1631093-1631105-1631323-,I. Stewart - C. Cunningham - J. Ivey - J. Duren - S. Fontecchio,DET,9,90.0,111.0,102.1,8.9,0.663,0.303,0.831,0.567,0.157,0.533,0.575,101.69,0.529,191,2023-24
-201142-203078-1626164-1628960-1629234-,K. Durant - B. Beal - D. Booker - G. Allen - D. Eubanks,PHX,17,90.0,98.9,116.6,-17.6,0.657,0.213,0.694,0.441,0.14,0.5,0.53,97.6,0.418,186,2023-24
-2544-203076-203915-1629060-1630559-,L. James - A. Davis - S. Dinwiddie - R. Hachimura - A. Reaves,LAL,20,90.0,128.3,122.2,6.2,0.705,0.219,0.747,0.523,0.118,0.687,0.716,99.73,0.563,187,2023-24
-202704-203484-203999-1631128-1631212-,R. Jackson - K. Caldwell-Pope - N. Jokic - C. Braun - P. Watson,DEN,40,90.0,102.6,104.0,-1.4,0.733,0.192,0.693,0.475,0.188,0.57,0.593,103.83,0.471,192,2023-24
-202711-1628995-1630595-1631093-1631105-,B. Bogdanovic - K. Knox II - C. Cunningham - J. Ivey - J. Duren,DET,10,89.0,117.6,115.6,2.1,0.602,0.333,0.782,0.557,0.139,0.554,0.59,100.22,0.504,187,2023-24
-203924-1627763-1629014-1629028-1631133-,J. Grant - M. Brogdon - A. Simons - D. Ayton - J. Walker,POR,6,89.0,109.0,112.8,-3.8,0.64,0.271,0.728,0.508,0.14,0.532,0.565,96.99,0.492,178,2023-24
-202685-1627742-1629627-1630529-1630700-,J. Valanciunas - B. Ingram - Z. Williamson - H. Jones - D. Daniels,NOP,11,89.0,134.6,113.9,20.7,0.667,0.306,0.741,0.541,0.097,0.659,0.681,99.83,0.598,185,2023-24
-204060-1628371-1629021-1630175-1641710-,J. Ingles - J. Isaac - M. Wagner - C. Anthony - A. Black,ORL,11,88.0,127.5,108.4,19.1,0.679,0.351,0.735,0.55,0.124,0.626,0.651,97.54,0.571,178,2023-24
-202681-1629023-1629029-1630182-1641726-,K. Irving - P. Washington - L. Doncic - J. Green - D. Lively II,DAL,9,88.0,131.7,118.7,13.0,0.552,0.3,0.773,0.534,0.106,0.631,0.646,102.78,0.542,189,2023-24
-1628380-1629640-1630170-1631110-1641705-,Z. Collins - K. Johnson - D. Vassell - J. Sochan - V. Wembanyama,SAS,11,88.0,93.8,110.8,-17.1,0.779,0.292,0.756,0.516,0.182,0.478,0.511,104.76,0.418,192,2023-24
-201143-201950-204001-1628369-1628401-,A. Horford - J. Holiday - K. Porzingis - J. Tatum - D. White,BOS,12,87.0,120.7,107.7,13.0,0.6,0.205,0.683,0.467,0.109,0.578,0.623,100.56,0.569,184,2023-24
-202330-1626179-1628970-1630208-1641706-,G. Hayward - T. Rozier - M. Bridges - N. Richards - B. Miller,CHA,7,87.0,120.5,116.8,3.7,0.573,0.26,0.658,0.467,0.158,0.607,0.639,95.05,0.496,171,2023-24
-203084-1627734-1628989-1631099-1631165-,H. Barnes - D. Sabonis - K. Huerter - K. Murray - K. Ellis,SAC,12,87.0,122.5,113.0,9.5,0.714,0.32,0.692,0.51,0.163,0.633,0.652,97.43,0.545,178,2023-24
-1626145-1628398-1630166-1630557-1641731-,T. Jones - K. Kuzma - D. Avdija - C. Kispert - B. Coulibaly,WAS,9,87.0,113.2,120.5,-7.3,0.795,0.148,0.687,0.421,0.138,0.603,0.626,103.37,0.477,189,2023-24
-1630581-1630598-1631096-1631114-1641717-,J. Giddey - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,OKC,16,86.0,121.2,118.3,2.9,0.629,0.167,0.625,0.429,0.123,0.649,0.664,99.84,0.536,179,2023-24
-202704-1630192-1631124-1631128-1631212-,R. Jackson - Z. Nnaji - J. Strawther - C. Braun - P. Watson,DEN,17,86.0,98.4,114.7,-16.3,0.614,0.268,0.606,0.443,0.119,0.491,0.519,102.53,0.439,185,2023-24
-201942-202696-1628470-1629632-1630245-,D. DeRozan - N. Vucevic - T. Craig - C. White - A. Dosunmu,CHI,21,85.0,111.5,121.4,-9.9,0.645,0.25,0.787,0.485,0.088,0.521,0.55,103.86,0.423,182,2023-24
-203903-1628374-1628381-1629659-1631117-,J. Clarkson - L. Markkanen - J. Collins - T. Horton-Tucker - W. Kessler,UTA,8,84.0,101.7,123.8,-22.1,0.7,0.315,0.789,0.533,0.162,0.519,0.528,99.01,0.396,173,2023-24
-1628380-1629640-1631103-1631110-1641705-,Z. Collins - K. Johnson - M. Branham - J. Sochan - V. Wembanyama,SAS,10,84.0,110.6,126.3,-15.7,0.714,0.256,0.789,0.519,0.156,0.562,0.598,102.9,0.457,180,2023-24
-203992-1629027-1629726-1630168-1630552-,B. Bogdanovic - T. Young - G. Mathews - O. Okongwu - J. Johnson,ATL,12,83.0,108.6,103.2,5.4,0.643,0.253,0.809,0.528,0.141,0.529,0.575,107.17,0.525,185,2023-24
-201143-204001-1627759-1628401-1630573-,A. Horford - K. Porzingis - J. Brown - D. White - S. Hauser,BOS,30,82.0,114.4,94.9,19.4,0.575,0.194,0.714,0.512,0.161,0.62,0.645,102.81,0.602,174,2023-24
-203992-1627749-1629631-1630168-1630180-,B. Bogdanovic - D. Murray - D. Hunter - O. Okongwu - S. Bey,ATL,18,82.0,132.8,123.0,9.8,0.631,0.347,0.77,0.562,0.122,0.645,0.684,103.74,0.545,180,2023-24
-201935-202331-1627826-1629599-1629611-,J. Harden - P. George - I. Zubac - A. Coffey - T. Mann,LAC,12,82.0,111.9,123.8,-11.9,0.629,0.289,0.744,0.5,0.131,0.525,0.558,100.08,0.428,168,2023-24
-201599-202704-1627750-1631128-1631212-,D. Jordan - R. Jackson - J. Murray - C. Braun - P. Watson,DEN,16,81.0,111.4,117.6,-6.2,0.464,0.333,0.7,0.537,0.169,0.583,0.605,99.12,0.434,166,2023-24
-203914-1628371-1629021-1630175-1630532-,G. Harris - J. Isaac - M. Wagner - C. Anthony - F. Wagner,ORL,18,81.0,111.4,90.3,21.1,0.531,0.338,0.707,0.538,0.127,0.504,0.556,96.12,0.655,158,2023-24
-1628415-1630224-1630578-1631095-1641708-,D. Brooks - J. Green - A. Sengun - J. Smith Jr. - A. Thompson,HOU,10,80.0,115.0,127.2,-12.2,0.472,0.36,0.724,0.531,0.126,0.506,0.55,99.31,0.435,167,2023-24
-203471-1627827-1628969-1629651-1629661-,D. Schroder - D. Finney-Smith - M. Bridges - N. Claxton - C. Johnson,BKN,12,80.0,112.6,115.7,-3.1,0.672,0.241,0.641,0.435,0.113,0.574,0.579,95.77,0.476,159,2023-24
-203471-1627751-1627783-1629018-1630567-,D. Schroder - J. Poeltl - P. Siakam - G. Trent Jr. - S. Barnes,TOR,16,80.0,112.8,110.9,1.9,0.693,0.231,0.725,0.481,0.085,0.567,0.578,99.16,0.532,164,2023-24
-204060-1628365-1628371-1629021-1630175-,J. Ingles - M. Fultz - J. Isaac - M. Wagner - C. Anthony,ORL,13,80.0,105.5,101.3,4.3,0.667,0.315,0.766,0.547,0.184,0.543,0.575,96.7,0.534,163,2023-24
-202330-1629023-1630163-1631109-1641706-,G. Hayward - P. Washington - L. Ball - M. Williams - B. Miller,CHA,8,79.0,113.4,115.8,-2.3,0.639,0.265,0.699,0.494,0.11,0.53,0.564,100.21,0.523,164,2023-24
-201145-1628988-1631095-1641708-1641715-,J. Green - A. Holiday - J. Smith Jr. - A. Thompson - C. Whitmore,HOU,16,79.0,100.0,112.3,-12.3,0.576,0.283,0.695,0.47,0.11,0.444,0.502,104.15,0.405,172,2023-24
-200768-202710-1628389-1629130-1629312-,K. Lowry - J. Butler - B. Adebayo - D. Robinson - H. Highsmith,MIA,9,79.0,122.0,111.1,10.8,0.586,0.261,0.775,0.521,0.134,0.58,0.635,98.6,0.571,164,2023-24
-2544-203076-1626156-1627752-1631108-,L. James - A. Davis - D. Russell - T. Prince - M. Christie,LAL,10,79.0,114.9,105.3,9.7,0.701,0.185,0.755,0.491,0.103,0.579,0.601,105.43,0.579,174,2023-24
-1626145-1628398-1629655-1630557-1641731-,T. Jones - K. Kuzma - D. Gafford - C. Kispert - B. Coulibaly,WAS,23,79.0,101.8,115.9,-14.2,0.658,0.205,0.6,0.411,0.146,0.533,0.547,105.3,0.432,171,2023-24
-1628404-1628973-1628978-1630173-1630540-,J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa - M. McBride,NYK,13,78.0,111.9,111.0,0.9,0.627,0.37,0.6,0.465,0.107,0.466,0.503,99.71,0.466,159,2023-24
-201142-201569-1626164-1628960-1629234-,K. Durant - E. Gordon - D. Booker - G. Allen - D. Eubanks,PHX,21,78.0,113.5,121.3,-7.8,0.563,0.216,0.663,0.456,0.129,0.56,0.608,106.74,0.477,171,2023-24
-200768-202710-1628997-1629130-1631115-,K. Lowry - J. Butler - C. Martin - D. Robinson - O. Robinson,MIA,7,78.0,112.5,109.7,2.8,0.767,0.354,0.721,0.524,0.184,0.536,0.568,93.93,0.461,152,2023-24
-1626204-1629627-1630230-1630530-1630631-,L. Nance Jr. - Z. Williamson - N. Marshall - T. Murphy III - J. Alvarado,NOP,15,78.0,119.3,89.9,29.4,0.72,0.263,0.767,0.51,0.111,0.607,0.629,103.99,0.64,171,2023-24
-203991-203992-1627749-1629631-1630180-,C. Capela - B. Bogdanovic - D. Murray - D. Hunter - S. Bey,ATL,22,77.0,118.2,111.4,6.8,0.63,0.435,0.769,0.58,0.164,0.548,0.576,100.13,0.485,165,2023-24
-201145-1627832-1628415-1630224-1630578-,J. Green - F. VanVleet - D. Brooks - J. Green - A. Sengun,HOU,18,77.0,120.9,115.9,5.0,0.578,0.179,0.718,0.449,0.074,0.541,0.603,101.95,0.521,163,2023-24
-1626224-1629640-1631103-1631104-1641705-,C. Osman - K. Johnson - M. Branham - B. Wesley - V. Wembanyama,SAS,15,75.0,95.2,99.4,-4.2,0.767,0.247,0.756,0.497,0.126,0.493,0.52,105.42,0.512,167,2023-24
-204060-1628371-1629021-1630175-1630532-,J. Ingles - J. Isaac - M. Wagner - C. Anthony - F. Wagner,ORL,10,74.0,125.9,104.6,21.2,0.706,0.276,0.69,0.504,0.143,0.626,0.664,96.54,0.631,147,2023-24
-201142-201569-203994-1628960-1629006-,K. Durant - E. Gordon - J. Nurkic - G. Allen - J. Okogie,PHX,11,74.0,121.9,109.2,12.7,0.681,0.323,0.769,0.546,0.175,0.606,0.652,101.34,0.597,160,2023-24
-202699-1626162-1629001-1630178-1630194-,T. Harris - K. Oubre Jr. - D. Melton - T. Maxey - P. Reed,PHI,8,74.0,124.8,112.2,12.7,0.5,0.234,0.672,0.422,0.072,0.57,0.592,99.61,0.511,153,2023-24
-203924-1629028-1630219-1631101-1641739-,J. Grant - D. Ayton - S. Mays - S. Sharpe - T. Camara,POR,10,73.0,110.1,108.1,2.0,0.692,0.311,0.739,0.517,0.141,0.54,0.557,97.4,0.488,149,2023-24
-203484-203932-203999-1629008-1631128-,K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr. - C. Braun,DEN,13,73.0,93.7,98.7,-5.0,0.632,0.319,0.805,0.549,0.113,0.447,0.472,103.81,0.489,159,2023-24
-203903-1628374-1631117-1631323-1641718-,J. Clarkson - L. Markkanen - W. Kessler - S. Fontecchio - K. George,UTA,17,72.0,106.3,98.7,7.6,0.594,0.422,0.798,0.611,0.196,0.503,0.535,104.67,0.525,158,2023-24
-203944-1628392-1628404-1628973-1628978-,J. Randle - I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo,NYK,17,72.0,126.7,112.9,13.8,0.58,0.359,0.737,0.564,0.145,0.659,0.696,109.7,0.572,165,2023-24
-203482-1629018-1629628-1630193-1630534-,K. Olynyk - G. Trent Jr. - R. Barrett - I. Quickley - O. Agbaji,TOR,6,72.0,112.8,111.9,0.9,0.667,0.2,0.744,0.493,0.11,0.569,0.611,108.1,0.567,164,2023-24
-204456-1627741-1630167-1630543-1631097-,T. McConnell - B. Hield - O. Toppin - I. Jackson - B. Mathurin,IND,13,72.0,126.5,112.9,13.5,0.671,0.327,0.632,0.504,0.161,0.668,0.694,102.92,0.589,155,2023-24
-203995-1628970-1629684-1630197-1641706-,V. Micic - M. Bridges - G. Williams - A. Pokusevski - B. Miller,CHA,15,72.0,109.4,105.9,3.5,0.672,0.182,0.74,0.483,0.107,0.568,0.595,100.02,0.536,149,2023-24
-202722-1629684-1630208-1630544-1641706-,D. Bertans - G. Williams - N. Richards - T. Mann - B. Miller,CHA,11,71.0,96.5,120.3,-23.8,0.642,0.242,0.689,0.457,0.197,0.526,0.541,95.25,0.43,142,2023-24
-201942-202696-203083-1629632-1630245-,D. DeRozan - N. Vucevic - A. Drummond - C. White - A. Dosunmu,CHI,12,71.0,108.1,113.6,-5.5,0.508,0.375,0.792,0.572,0.142,0.493,0.529,99.1,0.462,148,2023-24
-203482-203903-1628381-1630534-1641718-,K. Olynyk - J. Clarkson - J. Collins - O. Agbaji - K. George,UTA,18,71.0,98.7,105.7,-7.1,0.636,0.338,0.756,0.553,0.166,0.484,0.531,104.65,0.469,151,2023-24
-201566-201935-1626181-1628464-1629599-,R. Westbrook - J. Harden - N. Powell - D. Theis - A. Coffey,LAC,16,71.0,122.4,131.4,-9.0,0.603,0.185,0.731,0.462,0.122,0.619,0.657,105.55,0.447,156,2023-24
-201566-201935-202331-202695-1627826-,R. Westbrook - J. Harden - P. George - K. Leonard - I. Zubac,LAC,12,71.0,85.2,111.9,-26.7,0.644,0.269,0.726,0.49,0.188,0.406,0.465,100.77,0.35,149,2023-24
-1628983-1630581-1631096-1631114-1641717-,S. Gilgeous-Alexander - J. Giddey - C. Holmgren - J. Williams - C. Wallace,OKC,15,71.0,115.0,98.8,16.2,0.667,0.188,0.835,0.534,0.114,0.575,0.618,111.39,0.591,167,2023-24
-203084-1627734-1628370-1630558-1631099-,H. Barnes - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,26,70.0,113.8,111.7,2.1,0.676,0.25,0.813,0.54,0.151,0.647,0.652,107.31,0.514,159,2023-24
-203468-1626204-1627742-1630529-1630530-,C. McCollum - L. Nance Jr. - B. Ingram - H. Jones - T. Murphy III,NOP,17,69.0,117.8,93.5,24.3,0.692,0.087,0.724,0.484,0.137,0.71,0.715,99.19,0.663,146,2023-24
-201939-202691-203110-203952-1631218-,S. Curry - K. Thompson - D. Green - A. Wiggins - T. Jackson-Davis,GSW,11,69.0,118.1,89.8,28.3,0.761,0.25,0.831,0.57,0.161,0.598,0.626,107.81,0.631,155,2023-24
-1626145-1628398-1628963-1629673-1630166-,T. Jones - K. Kuzma - M. Bagley III - J. Poole - D. Avdija,WAS,6,69.0,98.7,112.6,-13.9,0.65,0.23,0.763,0.479,0.115,0.469,0.5,110.03,0.429,157,2023-24
-1628380-1630170-1630200-1630577-1631110-,Z. Collins - D. Vassell - T. Jones - J. Champagnie - J. Sochan,SAS,15,69.0,92.7,96.0,-3.3,0.81,0.154,0.722,0.465,0.167,0.533,0.542,103.59,0.511,150,2023-24
-1628963-1630165-1630191-1630595-1641709-,M. Bagley III - K. Hayes - I. Stewart - C. Cunningham - A. Thompson,DET,8,68.0,112.9,116.8,-3.9,0.617,0.303,0.742,0.516,0.15,0.54,0.577,97.78,0.464,140,2023-24
-203935-1628991-1630214-1630217-1630533-,M. Smart - J. Jackson Jr. - X. Tillman - D. Bane - Z. Williams,MEM,6,68.0,94.7,100.0,-5.3,0.679,0.221,0.747,0.473,0.147,0.467,0.491,104.82,0.492,150,2023-24
-202699-203496-203954-1629001-1630178-,T. Harris - R. Covington - J. Embiid - D. Melton - T. Maxey,PHI,7,68.0,116.3,127.3,-11.0,0.678,0.254,0.718,0.493,0.135,0.536,0.591,98.98,0.457,141,2023-24
-203924-1629014-1630703-1641739-1641871-,J. Grant - A. Simons - S. Henderson - T. Camara - D. Reath,POR,11,67.0,84.6,132.4,-47.8,0.65,0.188,0.683,0.393,0.147,0.4,0.448,101.71,0.239,143,2023-24
-201142-203078-203994-1626220-1628960-,K. Durant - B. Beal - J. Nurkic - R. O'Neale - G. Allen,PHX,7,67.0,123.7,112.8,11.0,0.615,0.377,0.818,0.593,0.173,0.595,0.611,100.16,0.516,139,2023-24
-203200-203932-203999-1627750-1629008-,J. Holiday - A. Gordon - N. Jokic - J. Murray - M. Porter Jr.,DEN,7,66.0,116.5,104.5,12.0,0.625,0.303,0.714,0.515,0.086,0.543,0.579,98.87,0.593,139,2023-24
-1627832-1628415-1629111-1630224-1641708-,F. VanVleet - D. Brooks - J. Landale - J. Green - A. Thompson,HOU,16,65.0,106.2,104.7,1.5,0.526,0.318,0.684,0.514,0.171,0.525,0.576,109.23,0.494,146,2023-24
-203482-1629018-1630193-1630534-1641711-,K. Olynyk - G. Trent Jr. - I. Quickley - O. Agbaji - G. Dick,TOR,8,65.0,93.1,119.3,-26.2,0.792,0.243,0.698,0.453,0.145,0.483,0.515,104.8,0.406,145,2023-24
-1628380-1629640-1630170-1631103-1631110-,Z. Collins - K. Johnson - D. Vassell - M. Branham - J. Sochan,SAS,21,65.0,89.4,123.0,-33.6,0.673,0.313,0.81,0.522,0.192,0.434,0.481,110.58,0.298,151,2023-24
-203991-203992-1627749-1629027-1630180-,C. Capela - B. Bogdanovic - D. Murray - T. Young - S. Bey,ATL,14,64.0,120.0,113.0,7.0,0.534,0.432,0.621,0.521,0.136,0.539,0.583,104.69,0.499,140,2023-24
-201935-202331-202695-1628464-1629611-,J. Harden - P. George - K. Leonard - D. Theis - T. Mann,LAC,17,64.0,106.3,109.3,-3.0,0.636,0.219,0.698,0.457,0.094,0.504,0.536,96.09,0.487,127,2023-24
-203484-203999-1627750-1629008-1631212-,K. Caldwell-Pope - N. Jokic - J. Murray - M. Porter Jr. - P. Watson,DEN,13,64.0,117.3,113.6,3.6,0.77,0.18,0.677,0.461,0.137,0.662,0.69,101.1,0.571,139,2023-24
-1628379-1628991-1629723-1630583-1631246-,L. Kennard - J. Jackson Jr. - J. Konchar - S. Aldama - V. Williams Jr.,MEM,6,64.0,121.1,109.3,11.8,0.793,0.204,0.694,0.484,0.18,0.671,0.676,96.65,0.564,128,2023-24
-203497-1629638-1629675-1630162-1630183-,R. Gobert - N. Alexander-Walker - N. Reid - A. Edwards - J. McDaniels,MIN,33,64.0,93.6,88.3,5.3,0.558,0.239,0.744,0.523,0.164,0.54,0.55,107.4,0.545,140,2023-24
-1626168-1627734-1628370-1630558-1631099-,T. Lyles - D. Sabonis - M. Monk - D. Mitchell - K. Murray,SAC,24,64.0,119.0,93.1,25.9,0.742,0.216,0.803,0.557,0.162,0.68,0.691,108.19,0.624,142,2023-24
-101108-201939-202691-1626172-1630228-,C. Paul - S. Curry - K. Thompson - K. Looney - J. Kuminga,GSW,19,63.0,127.0,102.3,24.6,0.762,0.315,0.776,0.57,0.142,0.637,0.683,102.57,0.641,141,2023-24
-201935-202695-1626181-1627826-1629611-,J. Harden - K. Leonard - N. Powell - I. Zubac - T. Mann,LAC,18,63.0,110.2,114.8,-4.7,0.6,0.298,0.658,0.5,0.172,0.529,0.581,96.99,0.49,128,2023-24
-1628404-1628973-1628978-1630173-1630579-,J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa - J. Sims,NYK,10,63.0,116.1,100.0,16.1,0.644,0.5,0.766,0.629,0.145,0.54,0.549,93.72,0.58,124,2023-24
-203944-1628404-1628973-1629011-1630193-,J. Randle - J. Hart - J. Brunson - M. Robinson - I. Quickley,NYK,19,63.0,125.4,97.7,27.7,0.632,0.411,0.879,0.649,0.146,0.607,0.638,99.19,0.659,130,2023-24
-202704-1627750-1630192-1631128-1631212-,R. Jackson - J. Murray - Z. Nnaji - C. Braun - P. Watson,DEN,13,63.0,93.4,96.9,-3.5,0.574,0.333,0.609,0.477,0.205,0.5,0.513,96.67,0.473,122,2023-24
-203501-1629029-1629684-1630182-1641726-,T. Hardaway Jr. - L. Doncic - G. Williams - J. Green - D. Lively II,DAL,12,63.0,123.0,126.1,-3.2,0.733,0.231,0.716,0.504,0.096,0.64,0.652,103.12,0.533,135,2023-24
-1628976-1630532-1630591-1631094-1641710-,W. Carter Jr. - F. Wagner - J. Suggs - P. Banchero - A. Black,ORL,8,63.0,105.2,103.7,1.5,0.725,0.226,0.842,0.521,0.157,0.537,0.571,102.58,0.514,134,2023-24
-202083-203992-1629027-1630168-1630180-,W. Matthews - B. Bogdanovic - T. Young - O. Okongwu - S. Bey,ATL,13,63.0,121.2,113.3,7.9,0.588,0.338,0.616,0.479,0.091,0.534,0.588,102.36,0.523,132,2023-24
-101108-203967-1627780-1630228-1630541-,C. Paul - D. Saric - G. Payton II - J. Kuminga - M. Moody,GSW,9,62.0,101.5,113.7,-12.2,0.689,0.293,0.651,0.457,0.123,0.457,0.506,100.57,0.431,130,2023-24
-201942-203083-1627936-1629632-1630245-,D. DeRozan - A. Drummond - A. Caruso - C. White - A. Dosunmu,CHI,18,62.0,112.4,111.7,0.7,0.415,0.456,0.667,0.549,0.14,0.491,0.544,99.84,0.493,129,2023-24
-1627749-1628981-1629631-1629726-1630249-,D. Murray - B. Fernando - D. Hunter - G. Mathews - V. Krejci,ATL,13,62.0,120.6,121.5,-0.9,0.627,0.167,0.64,0.424,0.176,0.707,0.712,101.72,0.487,131,2023-24
-202330-1626179-1629023-1630163-1631109-,G. Hayward - T. Rozier - P. Washington - L. Ball - M. Williams,CHA,6,62.0,109.7,127.2,-17.5,0.61,0.254,0.709,0.474,0.134,0.534,0.577,105.08,0.45,134,2023-24
-1628386-1629622-1629636-1630171-1630596-,J. Allen - M. Strus - D. Garland - I. Okoro - E. Mobley,CLE,9,62.0,118.4,110.2,8.2,0.807,0.357,0.746,0.563,0.176,0.621,0.625,98.35,0.551,125,2023-24
-201145-1627832-1628415-1630224-1631095-,J. Green - F. VanVleet - D. Brooks - J. Green - J. Smith Jr.,HOU,20,62.0,99.2,120.2,-20.9,0.636,0.288,0.796,0.492,0.105,0.461,0.511,101.82,0.394,133,2023-24
-1626196-1628389-1628997-1629130-1631170-,J. Richardson - B. Adebayo - C. Martin - D. Robinson - J. Jaquez Jr.,MIA,7,62.0,115.6,120.2,-4.6,0.717,0.226,0.689,0.474,0.131,0.596,0.62,94.79,0.496,122,2023-24
-201144-203497-1626157-1628972-1629638-,M. Conley - R. Gobert - K. Towns - T. Brown Jr. - N. Alexander-Walker,MIN,8,62.0,121.8,92.8,29.0,0.746,0.214,0.657,0.491,0.185,0.693,0.707,95.78,0.689,124,2023-24
-203995-1630598-1631096-1631114-1641717-,V. Micic - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,OKC,12,62.0,115.7,100.0,15.7,0.617,0.231,0.614,0.451,0.118,0.598,0.62,98.79,0.611,127,2023-24
-203992-1629027-1629726-1630168-1630180-,B. Bogdanovic - T. Young - G. Mathews - O. Okongwu - S. Bey,ATL,10,61.0,131.5,106.9,24.7,0.576,0.339,0.814,0.576,0.115,0.642,0.655,103.37,0.566,130,2023-24
-1627747-1628386-1629622-1629636-1630596-,C. LeVert - J. Allen - M. Strus - D. Garland - E. Mobley,CLE,11,61.0,104.0,105.5,-1.5,0.8,0.212,0.623,0.434,0.135,0.545,0.579,100.7,0.562,126,2023-24
-201942-202696-1627936-1628470-1630245-,D. DeRozan - N. Vucevic - A. Caruso - T. Craig - A. Dosunmu,CHI,9,61.0,114.2,125.2,-11.0,0.642,0.173,0.816,0.485,0.126,0.599,0.628,97.89,0.467,127,2023-24
